weekstart,country,pred,actual,email_spend_eur,ppc_non_brand_spend_eur,ppc_brand_spend_eur,shop_other_spend_eur,trivago_spend_eur,tripadvisor_spend_eur,googleha_spend_eur,remarketing_spend_eur,display_spend_eur,yt_spend_eur,fb_spend_eur,olv_spend_eur,brandtv_spend_eur,drtv_spend_eur,ooh_spend_eur,radio_spend_eur,print_spend_eur,cinema_spend_eur,baseline
2017-09-25,gb,706809.3685971352,715245.0,0.0,690825.3422187014,223011.81967756536,539929.6487394501,0.0,400772.31306029606,0.0,309970.1257518828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-02,gb,708795.030762756,707879.0,0.0,692855.161981444,225332.80524189566,540484.5888644905,0.0,400127.51745733136,0.0,309994.865075859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-09,gb,728630.2701584435,703311.0,0.0,712430.6247470239,232235.54464034154,556155.9028570764,0.0,409990.99387010763,0.0,318323.74747691076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-16,gb,702597.5842399101,694068.0,0.0,686614.1412907029,220718.88914430083,534967.3621117899,0.0,395684.80674170103,0.0,306123.54931024247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-23,gb,681543.7122446189,657861.0,0.0,665605.478904016,214286.05315061897,517898.0825170863,0.0,384098.8614657931,0.0,293878.5915863337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-30,gb,642865.9685698235,645862.0,0.0,627403.8840950483,202334.81199212483,486197.25150214066,0.0,360456.0073653491,0.0,277038.8332588261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-06,gb,643305.8399972129,649531.0,0.0,627760.3717839126,202618.23323766707,486399.88434385846,0.0,360567.29305415903,0.0,276713.51570860937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-13,gb,631087.3804365261,636755.0,0.0,615716.8053913543,198323.407827425,475179.73432915437,0.0,351390.11384906276,0.0,270011.70308202115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-20,gb,611390.4054671967,622238.0,0.0,596414.6924822931,191041.8480515408,460198.8602668799,0.0,339997.97439570585,0.0,259544.19497243623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-27,gb,566765.7248414444,584438.0,0.0,552716.4500360626,174415.28915052896,423057.32321093546,0.0,312490.752958904,0.0,240842.66429297556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
